"Curve Label"	"Curve Conductor"	"Level"	"Norm"	"Discriminant"	"Newform"	"Polynomial"
"333a1"	333	333	5	148	"(a4, 0, a4^2 - 5, -2*a4^2 - 2*a4 + 4, -2*a4^2 - 4*a4 + 2, 2*a4^2 + 4*a4 - 4)"	"x^3 + 3*x^2 - x - 5"
"666a1"	666	333	5	27648	"(a5, 0, -a5^3 + 5*a5, 2, 0, 2)"	"x^4 - 6*x^2 + 3"
"666d1"	666	333	5	27648	"(a5, 0, -a5^3 + 5*a5, 2, 0, 2)"	"x^4 - 6*x^2 + 3"
1.67E+004	1665	333	5	6224	"(a6, 0, -a6^3 + 2*a6^2 + 3*a6 - 4, -2*a6^3 + 2*a6^2 + 8*a6 - 2, -2*a6^2 + 6, 2*a6^3 - 4*a6^2 - 6*a6 + 10)"	"x^4 - 6*x^2 - 2*x + 5"
"1670a1"	1670	334	5	5	"(-1, a1 + 1, -1, -2*a1 - 3, -a1 - 4, -2*a1 - 3)"	"x^2 + 3*x + 1"
"1670b1"	1670	334	5	733	"(1, 1/2*a5 - 1/2, -1, 1, -1/4*a5^2 - 1/2*a5 + 35/4, -1/4*a5^2 + 25/4)"	"x^3 - 5*x^2 - 21*x + 89"
"2338f1"	2338	334	5	5	"(1, -1/2*a3 + 1/2, a3 - 6, -3, -1/2*a3 - 5/2, -2*a3 + 9)"	"x^2 - 8*x + 11"
"670c1"	670	335	5	5	"(a2, 2*a2 - 1, -1, 2*a2 - 1, 2*a2 - 4, 6)"	"x^2 - x - 1"
"1005a1"	1005	335	5	1.52E+019	"(a4, 43/5261*a4^10 - 84/5261*a4^9 - 1344/5261*a4^8 + 1488/5261*a4^7 + 13496/5261*a4^6 - 9411/5261*a4^5 - 54847/5261*a4^4 + 24218/5261*a4^3 + 84666/5261*a4^2 - 17145/5261*a4 - 28424/5261, 1, 2136/5261*a4^10 + 966/5261*a4^9 - 37154/5261*a4^8 - 11851/5261*a4^7 + 223588/5261*a4^6 + 42464/5261*a4^5 - 550354/5261*a4^4 - 52284/5261*a4^3 + 499421/5261*a4^2 + 31446/5261*a4 - 115048/5261, -1271/5261*a4^10 + 770/5261*a4^9 + 22842/5261*a4^8 - 13640/5261*a4^7 - 141250/5261*a4^6 + 78376/5261*a4^5 + 351072/5261*a4^4 - 160620/5261*a4^3 - 307876/5261*a4^2 + 86139/5261*a4 + 57128/5261, 1936/5261*a4^10 + 1112/5261*a4^9 - 34818/5261*a4^8 - 16692/5261*a4^7 + 219421/5261*a4^6 + 85502/5261*a4^5 - 576654/5261*a4^4 - 176549/5261*a4^3 + 579238/5261*a4^2 + 109722/5261*a4 - 156334/5261)"	"x^11 - 18*x^9 + 2*x^8 + 114*x^7 - 24*x^6 - 306*x^5 + 86*x^4 + 332*x^3 - 109*x^2 - 114*x + 46"
"1011a1"	1011	337	5	2.90E+025	"(a1, -1949/1618*a1^14 + 1320/809*a1^13 + 19977/809*a1^12 - 22552/809*a1^11 - 322023/1618*a1^10 + 281379/1618*a1^9 + 1285759/1618*a1^8 - 383962/809*a1^7 - 2607215/1618*a1^6 + 826791/1618*a1^5 + 2373167/1618*a1^4 - 68300/809*a1^3 - 287702/809*a1^2 - 35427/809*a1 + 4591/1618, 971/1618*a1^14 - 954/809*a1^13 - 9264/809*a1^12 + 16549/809*a1^11 + 137225/1618*a1^10 - 212741/1618*a1^9 - 498023/1618*a1^8 + 309926/809*a1^7 + 915105/1618*a1^6 - 797805/1618*a1^5 - 761279/1618*a1^4 + 176743/809*a1^3 + 85396/809*a1^2 - 10937/809*a1 - 3535/1618, 849/1618*a1^14 - 685/809*a1^13 - 8280/809*a1^12 + 11507/809*a1^11 + 125879/1618*a1^10 - 139611/1618*a1^9 - 470549/1618*a1^8 + 180836/809*a1^7 + 890021/1618*a1^6 - 342519/1618*a1^5 - 750325/1618*a1^4 - 655/809*a1^3 + 74829/809*a1^2 + 24406/809*a1 + 7347/1618, 6103/3236*a1^14 - 4299/1618*a1^13 - 30978/809*a1^12 + 36187/809*a1^11 + 989877/3236*a1^10 - 882049/3236*a1^9 - 3925325/3236*a1^8 + 575536/809*a1^7 + 7937621/3236*a1^6 - 2195013/3236*a1^5 - 7252033/3236*a1^4 - 12097/809*a1^3 + 444324/809*a1^2 + 86502/809*a1 + 9625/3236, 797/809*a1^14 - 1207/809*a1^13 - 16066/809*a1^12 + 20440/809*a1^11 + 127515/809*a1^10 - 126146/809*a1^9 - 503042/809*a1^8 + 339199/809*a1^7 + 1014207/809*a1^6 - 356190/809*a1^5 - 927323/809*a1^4 + 52978/809*a1^3 + 229839/809*a1^2 + 28557/809*a1 + 142/809)"	"x^15 - 3*x^14 - 18*x^13 + 56*x^12 + 123*x^11 - 402*x^10 - 400*x^9 + 1395*x^8 + 643*x^7 - 2406*x^6 - 496*x^5 + 1843*x^4 + 200*x^3 - 388*x^2 - 69*x + 1"
"2359a1"	2359	337	5	2.36E+017	"(a0, -41/27*a0^11 - 23/3*a0^10 + 148/27*a0^9 + 679/9*a0^8 + 1208/27*a0^7 - 2122/9*a0^6 - 5621/27*a0^5 + 8552/27*a0^4 + 7303/27*a0^3 - 5185/27*a0^2 - 316/3*a0 + 124/3, 76/27*a0^11 + 40/3*a0^10 - 356/27*a0^9 - 1184/9*a0^8 - 1393/27*a0^7 + 3701/9*a0^6 + 7618/27*a0^5 - 14677/27*a0^4 - 9914/27*a0^3 + 8360/27*a0^2 + 422/3*a0 - 182/3, -49/27*a0^11 - 22/3*a0^10 + 356/27*a0^9 + 671/9*a0^8 - 362/27*a0^7 - 2189/9*a0^6 - 976/27*a0^5 + 8845/27*a0^4 + 1571/27*a0^3 - 4607/27*a0^2 - 68/3*a0 + 68/3, 2*a0^11 + 26/3*a0^10 - 13*a0^9 - 268/3*a0^8 - 3*a0^7 + 895/3*a0^6 + 107*a0^5 - 1243/3*a0^4 - 473/3*a0^3 + 683/3*a0^2 + 187/3*a0 - 37, -5/3*a0^11 - 22/3*a0^10 + 31/3*a0^9 + 224/3*a0^8 + 20/3*a0^7 - 731/3*a0^6 - 293/3*a0^5 + 976/3*a0^4 + 401/3*a0^3 - 491/3*a0^2 - 146/3*a0 + 19)"	"x^12 + 6*x^11 + x^10 - 54*x^9 - 76*x^8 + 135*x^7 + 289*x^6 - 97*x^5 - 392*x^4 - 28*x^3 + 201*x^2 + 36*x - 27"
"11a1"	11	341	5	5	"(a0, -1, -a0 - 1, -3*a0 + 2, 1, 4*a0 - 3)"	"x^2 - x - 1"
"1705a1"	1705	341	5	924424326976	"(a2, 1/4*a2^7 - 1/4*a2^6 - 13/4*a2^5 + 5/2*a2^4 + 51/4*a2^3 - 25/4*a2^2 - 55/4*a2 + 1, -1/2*a2^4 + 1/2*a2^3 + 3*a2^2 - 5/2*a2 - 3/2, -1/4*a2^6 + 1/4*a2^5 + 9/4*a2^4 - 3/2*a2^3 - 19/4*a2^2 + 1/4*a2 + 11/4, -1, 1/2*a2^5 - 1/2*a2^4 - 5*a2^3 + 5/2*a2^2 + 23/2*a2 + 2)"	"x^8 - x^7 - 14*x^6 + 11*x^5 + 60*x^4 - 31*x^3 - 74*x^2 + 5*x + 3"
"5848f1"	5848	344	5	7998268	"(0, a3, a3^3 - 7*a3 + 2, -a3^3 - a3^2 + 7*a3 + 4, -1/2*a3^4 + 1/2*a3^3 + 9/2*a3^2 - 4*a3 - 4, 1/2*a3^4 - 1/2*a3^3 - 9/2*a3^2 + 4*a3 + 6)"	"x^5 + x^4 - 13*x^3 - 8*x^2 + 42*x + 8"
"345c1"	345	345	5	24	"(a8, 1, -1, -1, -a8, -a8 + 2)"	"x^2 - 6"
"345d1"	345	345	5	24	"(a8, 1, -1, -1, -a8, -a8 + 2)"	"x^2 - 6"
"1735a1"	1735	347	5	5	"(1, -1/2*a1 + 1/2, a1 - 3, -2, 1/2*a1 + 1/2, -1/2*a1 - 5/2)"	"x^2 - 4*x - 1"
"1745c1"	1745	349	5	1.05E+015	"(a0, -3/2*a0^10 - 13/2*a0^9 + 5*a0^8 + 91/2*a0^7 + 7*a0^6 - 205/2*a0^5 - 35/2*a0^4 + 181/2*a0^3 - 11/2*a0^2 - 51/2*a0 + 7, 1/2*a0^9 + 3*a0^8 + 2*a0^7 - 33/2*a0^6 - 49/2*a0^5 + 22*a0^4 + 87/2*a0^3 - 7*a0^2 - 39/2*a0, 5/2*a0^10 + 21/2*a0^9 - 11*a0^8 - 159/2*a0^7 + 2*a0^6 + 401/2*a0^5 + 27/2*a0^4 - 399/2*a0^3 + 27/2*a0^2 + 125/2*a0 - 14, -2*a0^10 - 9*a0^9 + 6*a0^8 + 64*a0^7 + 15*a0^6 - 148*a0^5 - 39*a0^4 + 135*a0^3 + 10*a0^2 - 40*a0 + 2, 1/2*a0^10 + 3*a0^9 + 3*a0^8 - 29/2*a0^7 - 65/2*a0^6 + 10*a0^5 + 133/2*a0^4 + 11*a0^3 - 93/2*a0^2 - 5*a0 + 8)"	"x^11 + 5*x^10 - x^9 - 35*x^8 - 24*x^7 + 80*x^6 + 66*x^5 - 77*x^4 - 56*x^3 + 31*x^2 + 15*x - 4"
"11a1"	11	350	5	24	"(1, -1/2*a7 + 1/2, 0, 1, a7 - 1, 1/2*a7 - 5/2)"	"x^2 - 2*x - 23"
"50a1"	50	350	5	24	"(-1, 1/2*a6 + 1/2, 0, -1, a6 + 1, -1/2*a6 + 3/2)"	"x^2 + 2*x - 23"
"350b1"	350	350	5	24	"(1, -1/2*a7 + 1/2, 0, 1, a7 - 1, 1/2*a7 - 5/2)"	"x^2 - 2*x - 23"
"350c1"	350	350	5	24	"(-1, 1/2*a6 + 1/2, 0, -1, a6 + 1, -1/2*a6 + 3/2)"	"x^2 + 2*x - 23"
"702a1"	702	351	5	5	"(a1, 0, a1 - 1, -2*a1 - 1, -3*a1 - 4, -1)"	"x^2 + x - 1"
"702l1"	702	351	5	5	"(a2, 0, a2 + 1, 2*a2 - 1, -3*a2 + 4, -1)"	"x^2 - x - 1"
"706d1"	706	353	5	1.35E+025	"(a3, 1/8*a3^13 - 7/8*a3^12 - 9/8*a3^11 + 65/4*a3^10 - 55/8*a3^9 - 855/8*a3^8 + 405/4*a3^7 + 2405/8*a3^6 - 2763/8*a3^5 - 2871/8*a3^4 + 3453/8*a3^3 + 1145/8*a3^2 - 1245/8*a3 - 75/8, 7/4*a3^13 - 25/4*a3^12 - 103/4*a3^11 + 221/2*a3^10 + 415/4*a3^9 - 2793/4*a3^8 + 89/2*a3^7 + 7619/4*a3^6 - 3777/4*a3^5 - 8801/4*a3^4 + 6115/4*a3^3 + 3263/4*a3^2 - 2347/4*a3 - 121/4, 3/8*a3^13 - 13/8*a3^12 - 39/8*a3^11 + 113/4*a3^10 + 99/8*a3^9 - 1409/8*a3^8 + 253/4*a3^7 + 3815/8*a3^6 - 2637/8*a3^5 - 4409/8*a3^4 + 3663/8*a3^3 + 1667/8*a3^2 - 1371/8*a3 - 53/8, -1/2*a3^13 + 3/2*a3^12 + 15/2*a3^11 - 25*a3^10 - 71/2*a3^9 + 299/2*a3^8 + 41*a3^7 - 777/2*a3^6 + 191/2*a3^5 + 853/2*a3^4 - 443/2*a3^3 - 293/2*a3^2 + 191/2*a3 + 9/2, 5/4*a3^13 - 15/4*a3^12 - 81/4*a3^11 + 135/2*a3^10 + 417/4*a3^9 - 1735/4*a3^8 - 287/2*a3^7 + 4805/4*a3^6 - 927/4*a3^5 - 5623/4*a3^4 + 2489/4*a3^3 + 2093/4*a3^2 - 1073/4*a3 - 59/4)"	"x^14 - 4*x^13 - 14*x^12 + 71*x^11 + 47*x^10 - 452*x^9 + 101*x^8 + 1251*x^7 - 740*x^6 - 1488*x^5 + 1096*x^4 + 600*x^3 - 410*x^2 - 42*x - 1"
"8825a1"	8825	353	5	891876122884517	"(a2, -5/2*a2^10 - 21/2*a2^9 + 19/2*a2^8 + 77*a2^7 + 15*a2^6 - 177*a2^5 - 153/2*a2^4 + 259/2*a2^3 + 99/2*a2^2 - 39/2*a2 - 3, 3*a2^10 + 14*a2^9 - 6*a2^8 - 99*a2^7 - 58*a2^6 + 213*a2^5 + 186*a2^4 - 132*a2^3 - 134*a2^2 + 8*a2 + 17, -2*a2^9 - 8*a2^8 + 9*a2^7 + 59*a2^6 + a2^5 - 137*a2^4 - 34*a2^3 + 103*a2^2 + 18*a2 - 19, 5/2*a2^10 + 25/2*a2^9 - 1/2*a2^8 - 83*a2^7 - 80*a2^6 + 156*a2^5 + 445/2*a2^4 - 117/2*a2^3 - 305/2*a2^2 - 29/2*a2 + 19, 5/2*a2^10 + 23/2*a2^9 - 11/2*a2^8 - 82*a2^7 - 46*a2^6 + 178*a2^5 + 303/2*a2^4 - 223/2*a2^3 - 215/2*a2^2 + 17/2*a2 + 12)"	"x^11 + 5*x^10 - x^9 - 36*x^8 - 28*x^7 + 82*x^6 + 87*x^5 - 65*x^4 - 71*x^3 + 21*x^2 + 14*x - 4"
"118a1"	118	354	5	44	"(-1, 1, a6 + 2, 4, -2, -a6 - 2)"	"x^2 + 2*x - 10"
"354b1"	354	354	5	44	"(-1, 1, a6 + 2, 4, -2, -a6 - 2)"	"x^2 + 2*x - 10"
"11a1"	11	358	5	5	"(1, 1/2*a5 - 1/2, 1, -a5 + 2, -a5 + 6, -1/2*a5 + 7/2)"	"x^2 - 8*x + 11"
"179a1"	179	358	5	21	"(-1, -a2 - 1, 3, 1, -1, a2)"	"x^2 + 3*x - 3"
"1074d1"	1074	358	5	21	"(-1, -a2 - 1, 3, 1, -1, a2)"	"x^2 + 3*x - 3"
"1074g1"	1074	358	5	5	"(1, 1/2*a3 - 1/2, -a3 - 4, -3, a3 + 2, 3/2*a3 + 3/2)"	"x^2 + 4*x - 1"
"1074h1"	1074	358	5	5	"(1, a4 - 1, -3*a4 + 8, 2, 2*a4 - 6, a4 - 8)"	"x^2 - 5*x + 5"
"718a1"	718	359	5	7.50E+050	"(a3, -1602259971281292311414/235747603462801695253721*a3^23 + 2535070199865138113860/235747603462801695253721*a3^22 + 58364780315011524436024/235747603462801695253721*a3^21 - 87316532202790041766744/235747603462801695253721*a3^20 - 914060976817924221583118/235747603462801695253721*a3^19 + 1264665868878600575782134/235747603462801695253721*a3^18 + 8088919438943353164191194/235747603462801695253721*a3^17 - 10018516587867869759577110/235747603462801695253721*a3^16 - 44752146629281025763159134/235747603462801695253721*a3^15 + 47225317260747136454940921/235747603462801695253721*a3^14 + 161849990574404999407680046/235747603462801695253721*a3^13 - 134535096935674829898945662/235747603462801695253721*a3^12 - 388545929698346391432449898/235747603462801695253721*a3^11 + 222408874791265956416071774/235747603462801695253721*a3^10 + 613906725607214891686644074/235747603462801695253721*a3^9 - 183651607254654342889069074/235747603462801695253721*a3^8 - 613267952857175869139934302/235747603462801695253721*a3^7 + 28535102178044191495017546/235747603462801695253721*a3^6 + 351940465805991912886831381/235747603462801695253721*a3^5 + 51026380098522174374104544/235747603462801695253721*a3^4 - 93412339482037596682677712/235747603462801695253721*a3^3 - 21883690704068331298381066/235747603462801695253721*a3^2 + 6227221811979044886354542/235747603462801695253721*a3 + 1026953395498779305597052/235747603462801695253721, 2845845013662546464739/235747603462801695253721*a3^23 - 2447792018482001570617/235747603462801695253721*a3^22 - 101596799773264261973636/235747603462801695253721*a3^21 + 76404212950225242413899/235747603462801695253721*a3^20 + 1547314517788223949714671/235747603462801695253721*a3^19 - 958236983994120443104695/235747603462801695253721*a3^18 - 13158464440448911424043463/235747603462801695253721*a3^17 + 6045500883849570828566849/235747603462801695253721*a3^16 + 68676383557081059207753001/235747603462801695253721*a3^15 - 18699558052070012014843887/235747603462801695253721*a3^14 - 227537807635293992915686339/235747603462801695253721*a3^13 + 14267359498739287105320709/235747603462801695253721*a3^12 + 477170573176822561669772612/235747603462801695253721*a3^11 + 73651738052628121096722953/235747603462801695253721*a3^10 - 607737947281787201499665289/235747603462801695253721*a3^9 - 210728066092986939219944726/235747603462801695253721*a3^8 + 422157970536179111909121713/235747603462801695253721*a3^7 + 191589646943914323560838765/235747603462801695253721*a3^6 - 123363657169095027209115171/235747603462801695253721*a3^5 - 38101634714152134188816408/235747603462801695253721*a3^4 + 10517562601958539988713856/235747603462801695253721*a3^3 - 10255503074075539732514609/235747603462801695253721*a3^2 - 1342706028625085600442226/235747603462801695253721*a3 + 969740879854942598224584/235747603462801695253721, -3140151164664093291007/235747603462801695253721*a3^23 + 458407022175633631052/235747603462801695253721*a3^22 + 119861803682872242733257/235747603462801695253721*a3^21 - 13204876435189221365070/235747603462801695253721*a3^20 - 1971607964340997034402034/235747603462801695253721*a3^19 + 133775356305913808218979/235747603462801695253721*a3^18 + 18310581440368569048285533/235747603462801695253721*a3^17 - 352867661979863664045897/235747603462801695253721*a3^16 - 105662090233093338945990217/235747603462801695253721*a3^15 - 3726267360428420153376431/235747603462801695253721*a3^14 + 392794100154810843180147811/235747603462801695253721*a3^13 + 37512623181767439350164961/235747603462801695253721*a3^12 - 943599597386818461978694935/235747603462801695253721*a3^11 - 152026494955699155837468431/235747603462801695253721*a3^10 + 1430721336441804888988900597/235747603462801695253721*a3^9 + 330558417519231746815222453/235747603462801695253721*a3^8 - 1298840875371663911768671473/235747603462801695253721*a3^7 - 391342160018673505469509525/235747603462801695253721*a3^6 + 644841998130504491198834599/235747603462801695253721*a3^5 + 231650733011752018906928272/235747603462801695253721*a3^4 - 151714295960640239955706559/235747603462801695253721*a3^3 - 57209110453375976111844952/235747603462801695253721*a3^2 + 11761368072815550434303905/235747603462801695253721*a3 + 3282214419272575620760487/235747603462801695253721, -4975284508894749084208/235747603462801695253721*a3^23 - 1885966507969865227747/235747603462801695253721*a3^22 + 202871705177743937677709/235747603462801695253721*a3^21 + 57657250969201435183432/235747603462801695253721*a3^20 - 3572612192677847926059913/235747603462801695253721*a3^19 - 713445715874446701682734/235747603462801695253721*a3^18 + 35574947430300041328981156/235747603462801695253721*a3^17 + 4544314139729983484447578/235747603462801695253721*a3^16 - 220318208812274214800729346/235747603462801695253721*a3^15 - 15580417016815457449090158/235747603462801695253721*a3^14 + 879668055335024691681716618/235747603462801695253721*a3^13 + 27557935985880445312401597/235747603462801695253721*a3^12 - 2272637286075763627424768130/235747603462801695253721*a3^11 - 28381090590019355374659958/235747603462801695253721*a3^10 + 3717217345612673115843299966/235747603462801695253721*a3^9 + 61193565040696548170447242/235747603462801695253721*a3^8 - 3661787458291825325700175535/235747603462801695253721*a3^7 - 154254833078233761269112182/235747603462801695253721*a3^6 + 1977285409091483549444642116/235747603462801695253721*a3^5 + 159607236095480214549743126/235747603462801695253721*a3^4 - 481041123485813689228832701/235747603462801695253721*a3^3 - 56130468072617860810445281/235747603462801695253721*a3^2 + 29473816041248689534163004/235747603462801695253721*a3 + 3991312265997797979503931/235747603462801695253721, 969380424784224618619/235747603462801695253721*a3^23 + 2508674814477409255825/235747603462801695253721*a3^22 - 47373563549591843668231/235747603462801695253721*a3^21 - 76650330316937868506021/235747603462801695253721*a3^20 + 958664243632398123401039/235747603462801695253721*a3^19 + 934340141759355758848092/235747603462801695253721*a3^18 - 10598593469475775120973006/235747603462801695253721*a3^17 - 5634251907961684292013102/235747603462801695253721*a3^16 + 70648362996302155076127230/235747603462801695253721*a3^15 + 15726708240508670322130004/235747603462801695253721*a3^14 - 294320866160295633335209924/235747603462801695253721*a3^13 - 3101983071604815217852166/235747603462801695253721*a3^12 + 766121724422905387651600722/235747603462801695253721*a3^11 - 96123344447668685089673852/235747603462801695253721*a3^10 - 1208216440193682290415559912/235747603462801695253721*a3^9 + 237982646258405001874239702/235747603462801695253721*a3^8 + 1080645208142704411800453810/235747603462801695253721*a3^7 - 229895213862721708873530460/235747603462801695253721*a3^6 - 486411162012764409954826960/235747603462801695253721*a3^5 + 92450869102871749010500757/235747603462801695253721*a3^4 + 86734285593739853642787003/235747603462801695253721*a3^3 - 15179139862623490132348579/235747603462801695253721*a3^2 - 1912808202391911782131331/235747603462801695253721*a3 + 1349430867283171232987307/235747603462801695253721)"	"x^24 - x^23 - 39*x^22 + 38*x^21 + 658*x^20 - 619*x^19 - 6300*x^18 + 5654*x^17 + 37740*x^16 - 31780*x^15 - 147096*x^14 + 113400*x^13 + 376092*x^12 - 255412*x^11 - 621508*x^10 + 349080*x^9 + 638532*x^8 - 266744*x^7 - 378124*x^6 + 98609*x^5 + 110695*x^4 - 14509*x^3 - 11972*x^2 + 780*x + 381"
"11a1"	11	361	5	5	"(a5, -a5 + 2, 2*a5, 3, -a5, -1)"	"x^2 - x - 1"
"19a1"	19	361	5	5	"(a3, -2, 1/2*a3 + 1/2, a3 - 1, a3 + 3, 3/2*a3 - 3/2)"	"x^2 - 5"
"361a1"	361	361	5	2000	"(a8, -a8, -2*a8^2 + 4, 2*a8^2 - 7, a8^2 - 5, -a8^3 + 4*a8)"	"x^4 - 5*x^2 + 5"
"361b1"	361	361	5	5	"(a4, 2, -1/2*a4 + 1/2, -a4 - 1, -a4 + 3, 3/2*a4 + 3/2)"	"x^2 - 5"
"722c1"	722	361	5	5	"(a2, -a2 - 2, -2*a2, 3, a2, 1)"	"x^2 + x - 1"
"362a1"	362	362	5	5	"(-1, 1/2*a2 + 1/2, -1/4*a2 - 5/4, -1/4*a2 - 9/4, -1/2*a2 - 5/2, -1/4*a2 - 17/4)"	"x^2 + 6*x - 11"
"2534f1"	2534	362	5	5673845	"(1, -1/2*a5 + 1/2, -1/32*a5^4 + 1/8*a5^3 + 15/16*a5^2 - 19/8*a5 - 117/32, 1/32*a5^4 - 1/8*a5^3 - 15/16*a5^2 + 19/8*a5 + 149/32, -1/4*a5^2 + a5 + 21/4, 1/32*a5^4 - 1/4*a5^3 - 17/16*a5^2 + 15/2*a5 + 313/32)"	"x^5 - 5*x^4 - 42*x^3 + 122*x^2 + 505*x + 315"
"11a1"	11	363	5	5	"(a7, 1, a7 - 2, 3, 0, 2*a7 + 3)"	"x^2 - x - 1"
"33a1"	33	363	5	5	"(a3, -1, a3 + 2, -1, 0, -2*a3 - 5)"	"x^2 + 3*x + 1"
"121b1"	121	363	5	5	"(a6, 1, 2, -2*a6, 0, 0)"	"x^2 - 5"
"121d1"	121	363	5	5	"(a4, 1, -a4 - 2, -3, 0, 2*a4 - 3)"	"x^2 + x - 1"
"363a1"	363	363	5	5	"(a8, -1, -a8 + 2, 1, 0, -2*a8 + 5)"	"x^2 - 3*x + 1"
"1092a1"	1092	364	5	24	"(0, -1/2*a2, -1/2*a2 - 1, -1, 1/2*a2 + 4, -1)"	"x^2 - 24"
1.09E+004	1092	364	5	24	"(0, -1/2*a2, -1/2*a2 - 1, -1, 1/2*a2 + 4, -1)"	"x^2 - 24"
"219c1"	219	365	5	1771745264	"(a3, -1/2*a3^5 - 1/2*a3^4 + 5/2*a3^3 + 2*a3^2 + 2*a3 + 1/2, 1, a3^5 + 2*a3^4 - 6*a3^3 - 11*a3^2 + 3*a3 + 3, -1/2*a3^5 - 3/2*a3^4 + 5/2*a3^3 + 8*a3^2 + a3 + 3/2, -1/2*a3^6 - 1/2*a3^5 + 13/2*a3^4 + 4*a3^3 - 22*a3^2 - 11/2*a3 + 6)"	"x^7 + x^6 - 12*x^5 - 9*x^4 + 39*x^3 + 19*x^2 - 16*x - 3"
"734a1"	734	367	5	1.25E+015	"(a0, -8*a0^10 - 54*a0^9 - 61*a0^8 + 282*a0^7 + 616*a0^6 - 269*a0^5 - 1230*a0^4 - 177*a0^3 + 729*a0^2 + 149*a0 - 83, 24*a0^10 + 162*a0^9 + 181*a0^8 - 852*a0^7 - 1836*a0^6 + 844*a0^5 + 3668*a0^4 + 472*a0^3 - 2173*a0^2 - 426*a0 + 246, -17*a0^10 - 114*a0^9 - 124*a0^8 + 605*a0^7 + 1275*a0^6 - 627*a0^5 - 2555*a0^4 - 279*a0^3 + 1515*a0^2 + 278*a0 - 171, 19*a0^10 + 127*a0^9 + 138*a0^8 - 671*a0^7 - 1419*a0^6 + 680*a0^5 + 2837*a0^4 + 340*a0^3 - 1673*a0^2 - 321*a0 + 184, -11*a0^10 - 75*a0^9 - 86*a0^8 + 393*a0^7 + 861*a0^6 - 383*a0^5 - 1716*a0^4 - 227*a0^3 + 1013*a0^2 + 196*a0 - 114)"	"x^11 + 8*x^10 + 16*x^9 - 26*x^8 - 121*x^7 - 61*x^6 + 197*x^5 + 212*x^4 - 66*x^3 - 132*x^2 - 12*x + 13"
"368b1"	368	368	5	5	"(0, -1/2*a7, -1/2*a7 - 1, 1/2*a7 - 1, -1/2*a7 + 3, 3)"	"x^2 - 20"
"99d1"	99	369	5	148	"(a5, 0, -a5 + 1, 1/2*a5^2 - a5 + 1/2, -3/2*a5^2 + a5 + 9/2, -a5^2 + 3)"	"x^3 - x^2 - 5*x + 1"
"738a1"	738	369	5	148	"(a3, 0, -a3 - 2, -a3^2 - a3 + 2, a3 - 3, -a3^2 - 3*a3)"	"x^3 + 2*x^2 - 2*x - 2"
7.38E+003	738	369	5	148	"(a6, 0, -a6 + 2, -a6^2 + a6 + 2, a6 + 3, -a6^2 + 3*a6)"	"x^3 - 2*x^2 - 2*x + 2"
"185a1"	185	370	5	892	"(1, 1/2*a6 - 1/2, -1, -1/8*a6^2 + 1/4*a6 + 23/8, -1/8*a6^2 - 1/4*a6 + 59/8, -a6 + 1)"	"x^3 - 3*x^2 - 37*x + 71"
"106d1"	106	371	5	5	"(a2, a2, -a2 - 2, 1, -2*a2 - 1, -a2 - 2)"	"x^2 + x - 1"
"371b1"	371	371	5	3.08E+018	"(a5, 3/4*a5^10 + 3/8*a5^9 - 121/8*a5^8 - 53/8*a5^7 + 215/2*a5^6 + 313/8*a5^5 - 2513/8*a5^4 - 715/8*a5^3 + 315*a5^2 + 127/2*a5 - 38, -1/2*a5^10 - 1/4*a5^9 + 10*a5^8 + 9/2*a5^7 - 281/4*a5^6 - 109/4*a5^5 + 403/2*a5^4 + 129/2*a5^3 - 779/4*a5^2 - 97/2*a5 + 21, 1, 3*a5^10 + 3/2*a5^9 - 243/4*a5^8 - 107/4*a5^7 + 1733/4*a5^6 + 160*a5^5 - 5065/4*a5^4 - 1487/4*a5^3 + 5027/4*a5^2 + 271*a5 - 144, -13/8*a5^10 - 7/8*a5^9 + 263/8*a5^8 + 31/2*a5^7 - 1875/8*a5^6 - 735/8*a5^5 + 5485/8*a5^4 + 841/4*a5^3 - 1365/2*a5^2 - 148*a5 + 80)"	"x^11 + x^10 - 20*x^9 - 19*x^8 + 140*x^7 + 125*x^6 - 396*x^5 - 333*x^4 + 359*x^3 + 298*x^2 - 4*x - 24"
"742g1"	742	371	5	3.08E+018	"(a5, 3/4*a5^10 + 3/8*a5^9 - 121/8*a5^8 - 53/8*a5^7 + 215/2*a5^6 + 313/8*a5^5 - 2513/8*a5^4 - 715/8*a5^3 + 315*a5^2 + 127/2*a5 - 38, -1/2*a5^10 - 1/4*a5^9 + 10*a5^8 + 9/2*a5^7 - 281/4*a5^6 - 109/4*a5^5 + 403/2*a5^4 + 129/2*a5^3 - 779/4*a5^2 - 97/2*a5 + 21, 1, 3*a5^10 + 3/2*a5^9 - 243/4*a5^8 - 107/4*a5^7 + 1733/4*a5^6 + 160*a5^5 - 5065/4*a5^4 - 1487/4*a5^3 + 5027/4*a5^2 + 271*a5 - 144, -13/8*a5^10 - 7/8*a5^9 + 263/8*a5^8 + 31/2*a5^7 - 1875/8*a5^6 - 735/8*a5^5 + 5485/8*a5^4 + 841/4*a5^3 - 1365/2*a5^2 - 148*a5 + 80)"	"x^11 + x^10 - 20*x^9 - 19*x^8 + 140*x^7 + 125*x^6 - 396*x^5 - 333*x^4 + 359*x^3 + 298*x^2 - 4*x - 24"
